YEAR;MONTH.DISC;DAY.DISC;MONTH.CONT;LONG.DD;LAT.DD
1996.00;7.00;7.00;7.00;-121.42;43.76
1996.00;7.00;7.00;7.00;-121.81;43.42
1996.00;7.00;7.00;7.00;-122.79;42.40
1996.00;7.00;6.00;7.00;-120.83;44.15
1996.00;7.00;6.00;7.00;-121.18;43.95
1996.00;7.00;6.00;7.00;-121.71;43.54
1996.00;7.00;6.00;7.00;-121.75;43.52
1996.00;7.00;6.00;7.00;-121.95;43.32
1996.00;7.00;6.00;7.00;-122.37;42.73
1996.00;7.00;5.00;7.00;-117.05;45.67
1996.00;7.00;5.00;7.00;-117.18;45.58
1996.00;7.00;5.00;7.00;-118.62;44.88
1996.00;7.00;5.00;7.00;-118.65;44.85
1996.00;7.00;5.00;7.00;-118.67;44.83
1996.00;7.00;5.00;7.00;-120.55;44.25
1996.00;7.00;5.00;7.00;-121.25;43.90
1996.00;7.00;5.00;7.00;-121.27;43.90
1996.00;7.00;5.00;7.00;-121.28;43.86
1996.00;7.00;5.00;7.00;-121.56;43.68
1996.00;7.00;5.00;7.00;-121.80;43.46
1996.00;7.00;5.00;7.00;-121.92;43.37
1996.00;7.00;5.00;7.00;-122.15;43.00
1996.00;7.00;5.00;7.00;-122.19;42.95
1996.00;7.00;4.00;7.00;-117.27;45.51
1996.00;7.00;4.00;7.00;-117.40;45.42
1996.00;7.00;4.00;7.00;-119.30;44.56
1996.00;7.00;4.00;7.00;-121.25;43.90
1996.00;7.00;4.00;7.00;-121.25;43.90
1996.00;7.00;4.00;7.00;-121.27;43.90
1996.00;7.00;4.00;7.00;-121.27;43.90
1996.00;7.00;4.00;7.00;-121.27;43.90
1996.00;7.00;4.00;7.00;-121.27;43.90
1996.00;7.00;4.00;7.00;-121.28;43.86
1996.00;7.00;4.00;7.00;-124.35;42.00
1996.00;7.00;3.00;7.00;-116.86;45.81
1996.00;7.00;3.00;7.00;-117.28;45.49
1996.00;7.00;3.00;7.00;-118.65;44.85
1996.00;7.00;3.00;7.00;-119.17;44.61
1996.00;7.00;3.00;7.00;-120.83;44.15
1996.00;7.00;3.00;7.00;-122.10;43.09
1996.00;7.00;2.00;7.00;-118.62;44.88
1996.00;7.00;2.00;7.00;-119.00;44.66
1996.00;7.00;2.00;7.00;-121.36;43.80
1996.00;7.00;2.00;7.00;-122.85;42.37
1996.00;7.00;1.00;7.00;-118.55;44.95
1996.00;7.00;1.00;7.00;-118.62;44.88
1996.00;7.00;1.00;7.00;-122.37;42.73
1996.00;7.00;1.00;7.00;-122.39;42.70
1996.00;7.00;1.00;7.00;-122.90;42.36
1996.00;6.00;30.00;6.00;-117.20;45.58
1996.00;6.00;30.00;6.00;-121.28;43.86
1996.00;6.00;30.00;6.00;-121.97;43.32
1996.00;5.00;29.00;6.00;-121.58;43.66
1996.00;6.00;28.00;6.00;-121.93;43.35
1996.00;5.00;27.00;6.00;-122.56;42.54
1996.00;6.00;26.00;6.00;-123.44;42.17
1996.00;6.00;26.00;6.00;-123.50;42.15
1996.00;6.00;25.00;6.00;-121.18;43.95
1996.00;6.00;25.00;6.00;-121.42;43.76
1996.00;6.00;25.00;6.00;-121.42;43.76
1996.00;6.00;25.00;6.00;-121.66;43.58
1996.00;6.00;24.00;6.00;-121.18;43.95
1996.00;6.00;24.00;6.00;-121.81;43.44
1996.00;6.00;23.00;6.00;-121.85;43.41
1996.00;6.00;22.00;6.00;-119.22;44.58
1996.00;6.00;22.00;6.00;-120.36;44.29
1996.00;6.00;22.00;6.00;-123.97;42.03
1996.00;6.00;21.00;6.00;-122.46;42.63
1996.00;6.00;20.00;6.00;-121.24;43.92
1996.00;6.00;20.00;6.00;-121.81;43.43
1996.00;6.00;20.00;6.00;-123.86;42.05
1996.00;6.00;19.00;6.00;-121.35;43.81
1996.00;6.00;19.00;6.00;-121.37;43.80
1996.00;6.00;19.00;6.00;-121.60;43.63
1996.00;6.00;19.00;6.00;-122.85;42.38
1996.00;6.00;19.00;6.00;-123.10;42.27
1996.00;6.00;18.00;6.00;-117.98;45.19
1996.00;6.00;18.00;6.00;-118.83;44.75
1996.00;6.00;18.00;6.00;-119.68;44.46
1996.00;6.00;18.00;6.00;-121.67;43.58
1996.00;6.00;18.00;6.00;-121.80;43.46
1996.00;6.00;18.00;6.00;-122.47;42.61
1996.00;6.00;17.00;6.00;-116.90;45.76
1996.00;6.00;17.00;6.00;-117.45;45.38
1996.00;6.00;17.00;6.00;-118.78;44.75
1996.00;6.00;17.00;6.00;-123.47;42.16
1996.00;6.00;17.00;6.00;-123.57;42.12
1996.00;6.00;17.00;6.00;-123.68;42.10
1996.00;6.00;17.00;6.00;-124.35;42.00
1996.00;6.00;16.00;6.00;-117.52;45.32
1996.00;6.00;16.00;6.00;-118.73;44.78
1996.00;6.00;16.00;6.00;-121.28;43.86
1996.00;6.00;16.00;6.00;-121.46;43.73
1996.00;6.00;16.00;6.00;-121.46;43.73
1996.00;6.00;16.00;6.00;-121.90;43.37
1996.00;6.00;16.00;6.00;-123.50;42.14
1996.00;6.00;16.00;6.00;-123.62;42.12
1996.00;6.00;15.00;6.00;-119.63;44.46
1996.00;6.00;15.00;6.00;-121.09;44.00
1996.00;6.00;15.00;6.00;-124.15;42.02
1996.00;6.00;14.00;6.00;-121.42;43.76
1996.00;6.00;14.00;6.00;-121.42;43.76
1996.00;6.00;13.00;6.00;-119.12;44.63
1996.00;6.00;13.00;6.00;-119.41;44.53
1996.00;6.00;13.00;6.00;-120.34;44.31
1996.00;6.00;12.00;6.00;-119.19;44.59
1996.00;6.00;11.00;6.00;-119.10;44.63
1996.00;6.00;11.00;6.00;-123.82;42.05
1996.00;6.00;11.00;6.00;-123.85;42.05
1996.00;6.00;10.00;6.00;-118.34;45.07
1996.00;6.00;9.00;6.00;-119.37;44.54
1996.00;6.00;9.00;6.00;-121.73;43.53
1996.00;6.00;9.00;6.00;-122.44;42.66
1996.00;6.00;8.00;6.00;-117.33;45.46
1996.00;6.00;8.00;6.00;-118.32;45.07
1996.00;6.00;8.00;6.00;-118.51;44.98
1996.00;6.00;8.00;6.00;-121.00;44.07
1996.00;6.00;8.00;6.00;-121.23;43.92
1996.00;6.00;8.00;6.00;-121.37;43.78
1996.00;6.00;8.00;6.00;-121.44;43.75
1996.00;6.00;8.00;6.00;-123.68;42.10
1996.00;6.00;7.00;6.00;-117.10;45.65
1996.00;6.00;7.00;6.00;-117.58;45.29
1996.00;6.00;7.00;6.00;-118.01;45.17
1996.00;6.00;7.00;6.00;-118.07;45.17
1996.00;6.00;7.00;6.00;-118.10;45.15
1996.00;6.00;7.00;6.00;-118.51;44.98
1996.00;6.00;7.00;6.00;-118.76;44.75
1996.00;6.00;7.00;6.00;-118.83;44.73
1996.00;6.00;7.00;6.00;-121.41;43.76
1996.00;6.00;7.00;6.00;-121.44;43.75
1996.00;6.00;7.00;6.00;-121.66;43.59
1996.00;6.00;6.00;6.00;-118.81;44.75
1996.00;6.00;6.00;6.00;-121.33;43.81
1996.00;6.00;5.00;6.00;-121.66;43.58
1996.00;6.00;4.00;6.00;-118.65;44.85
1996.00;4.00;30.00;5.00;-121.56;43.67
1996.00;5.00;28.00;5.00;-122.58;42.54
1996.00;5.00;27.00;5.00;-121.44;43.75
1996.00;1.00;19.00;5.00;-120.81;44.17
1996.00;4.00;15.00;5.00;-121.63;43.61
1996.00;5.00;12.00;5.00;-123.71;42.09
1996.00;5.00;10.00;5.00;-121.23;43.92
1996.00;5.00;9.00;5.00;-122.55;42.55
1996.00;5.00;8.00;5.00;-118.18;45.12
1996.00;5.00;8.00;5.00;-121.49;43.71
1996.00;5.00;7.00;5.00;-121.49;43.71
1996.00;3.00;30.00;4.00;-118.88;44.71
1996.00;4.00;29.00;4.00;-121.22;43.92
1996.00;4.00;22.00;4.00;-118.92;44.70
1996.00;4.00;16.00;4.00;-119.74;44.42
1996.00;4.00;6.00;4.00;-118.70;44.78
1996.00;3.00;25.00;3.00;-117.43;45.39
1996.00;3.00;21.00;3.00;-118.58;44.92
1996.00;3.00;12.00;3.00;-120.00;44.37
1995.00;8.00;28.00;12.00;-121.51;43.70
1995.00;7.00;28.00;12.00;-121.54;43.68
1995.00;8.00;20.00;12.00;-123.70;42.09
1995.00;8.00;20.00;12.00;-123.70;42.09
1995.00;9.00;19.00;12.00;-118.37;45.03
1995.00;9.00;17.00;12.00;-118.34;45.07
1995.00;11.00;3.00;12.00;-118.64;44.85
1995.00;11.00;1.00;12.00;-119.25;44.58
1995.00;10.00;31.00;11.00;-121.37;43.80
1995.00;10.00;31.00;11.00;-122.76;42.42
1995.00;10.00;28.00;11.00;-118.86;44.72
1995.00;10.00;28.00;11.00;-119.53;44.51
1995.00;10.00;28.00;11.00;-120.95;44.10
1995.00;10.00;27.00;11.00;-118.56;44.95
1995.00;10.00;27.00;11.00;-119.49;44.51
1995.00;9.00;27.00;11.00;-121.78;43.47
1995.00;10.00;26.00;11.00;-118.12;45.14
1995.00;10.00;26.00;11.00;-119.54;44.49
1995.00;10.00;24.00;11.00;-122.29;42.81
1995.00;10.00;24.00;11.00;-122.29;42.81
1995.00;11.00;24.00;11.00;-123.02;42.30
1995.00;10.00;23.00;11.00;-121.61;43.63
1995.00;10.00;22.00;11.00;-119.00;44.66
1995.00;11.00;22.00;11.00;-121.76;43.49
1995.00;10.00;22.00;11.00;-122.51;42.58
1995.00;11.00;20.00;11.00;-122.85;42.37
1995.00;9.00;17.00;11.00;-120.51;44.27
1995.00;9.00;16.00;11.00;-118.54;44.95
1995.00;11.00;16.00;11.00;-122.55;42.55
1995.00;11.00;15.00;11.00;-120.54;44.25
1995.00;11.00;15.00;11.00;-120.73;44.20
1995.00;11.00;7.00;11.00;-123.23;42.23
1995.00;11.00;6.00;11.00;-119.85;44.41
1995.00;11.00;5.00;11.00;-118.00;45.19
1995.00;11.00;5.00;11.00;-118.53;44.97
1995.00;11.00;5.00;11.00;-119.19;44.59
1995.00;11.00;5.00;11.00;-119.19;44.59
1995.00;11.00;5.00;11.00;-119.20;44.59
1995.00;11.00;4.00;11.00;-118.00;45.19
1995.00;11.00;4.00;11.00;-119.14;44.61
1995.00;11.00;4.00;11.00;-119.14;44.61
1995.00;11.00;4.00;11.00;-119.81;44.41
1995.00;11.00;4.00;11.00;-121.64;43.60
1995.00;11.00;4.00;11.00;-123.53;42.14
1995.00;9.00;3.00;11.00;-118.73;44.77
1995.00;9.00;3.00;11.00;-118.76;44.75
1995.00;11.00;3.00;11.00;-120.86;44.14
1995.00;11.00;3.00;11.00;-121.63;43.61
1995.00;11.00;2.00;11.00;-119.60;44.47
1995.00;11.00;2.00;11.00;-121.12;43.98
1995.00;11.00;2.00;11.00;-123.44;42.17
1995.00;11.00;1.00;11.00;-118.37;45.03
1995.00;11.00;1.00;11.00;-118.39;45.03
1995.00;11.00;1.00;11.00;-119.85;44.41
1995.00;11.00;1.00;11.00;-120.56;44.25
1995.00;10.00;31.00;10.00;-121.02;44.05
1995.00;9.00;30.00;10.00;-118.12;45.15
1995.00;9.00;30.00;10.00;-120.20;44.33
1995.00;10.00;30.00;10.00;-121.50;43.71
1995.00;9.00;30.00;10.00;-121.56;43.68
1995.00;9.00;30.00;10.00;-121.80;43.46
1995.00;9.00;29.00;10.00;-117.43;45.39
1995.00;10.00;29.00;10.00;-117.73;45.24
1995.00;10.00;29.00;10.00;-118.39;45.03
1995.00;9.00;29.00;10.00;-119.31;44.56
1995.00;9.00;29.00;10.00;-122.03;43.19
1995.00;10.00;28.00;10.00;-117.73;45.24
1995.00;10.00;28.00;10.00;-117.83;45.20
1995.00;7.00;28.00;10.00;-121.31;43.83
1995.00;10.00;26.00;10.00;-119.21;44.59
1995.00;10.00;26.00;10.00;-119.34;44.55
1995.00;9.00;26.00;10.00;-119.75;44.42
1995.00;10.00;25.00;10.00;-118.80;44.75
1995.00;10.00;25.00;10.00;-119.03;44.64
1995.00;10.00;25.00;10.00;-119.10;44.63
1995.00;10.00;25.00;10.00;-120.17;44.34
1995.00;10.00;24.00;10.00;-121.41;43.77
1995.00;10.00;24.00;10.00;-121.86;43.39
1995.00;10.00;23.00;10.00;-121.44;43.75
1995.00;10.00;22.00;10.00;-118.80;44.75
1995.00;9.00;22.00;10.00;-121.92;43.36
1995.00;10.00;22.00;10.00;-121.97;43.29
1995.00;10.00;22.00;10.00;-122.34;42.75
1995.00;10.00;22.00;10.00;-122.47;42.61
1995.00;10.00;22.00;10.00;-122.47;42.61
1995.00;10.00;21.00;10.00;-121.98;43.27
1995.00;9.00;21.00;10.00;-122.03;43.18
1995.00;7.00;20.00;10.00;-118.27;45.09
1995.00;10.00;20.00;10.00;-118.37;45.03
1995.00;10.00;20.00;10.00;-122.25;42.85
1995.00;10.00;19.00;10.00;-119.19;44.59
1995.00;10.00;19.00;10.00;-120.19;44.34
1995.00;7.00;19.00;10.00;-121.44;43.75
1995.00;9.00;17.00;10.00;-118.71;44.78
1995.00;10.00;17.00;10.00;-121.31;43.83
1995.00;9.00;16.00;10.00;-118.63;44.87
1995.00;9.00;16.00;10.00;-120.68;44.22
1995.00;9.00;16.00;10.00;-120.76;44.19
1995.00;10.00;15.00;10.00;-118.93;44.68
1995.00;9.00;15.00;10.00;-119.58;44.49
1995.00;10.00;15.00;10.00;-121.00;44.07
1995.00;10.00;14.00;10.00;-121.32;43.83
1995.00;10.00;14.00;10.00;-121.37;43.78
1995.00;10.00;13.00;10.00;-122.00;43.22
1995.00;10.00;13.00;10.00;-122.71;42.45
1995.00;10.00;12.00;10.00;-122.29;42.83
1995.00;10.00;12.00;10.00;-122.39;42.70
1995.00;10.00;12.00;10.00;-123.05;42.29
1995.00;9.00;11.00;10.00;-121.49;43.71
1995.00;10.00;9.00;10.00;-120.25;44.32
1995.00;10.00;9.00;10.00;-121.75;43.51
1995.00;10.00;8.00;10.00;-118.57;44.93
1995.00;10.00;8.00;10.00;-120.31;44.31
1995.00;10.00;7.00;10.00;-118.48;45.00
1995.00;10.00;7.00;10.00;-120.47;44.27
1995.00;10.00;7.00;10.00;-123.38;42.20
1995.00;8.00;6.00;10.00;-121.68;43.58
1995.00;10.00;5.00;10.00;-121.68;43.58
1995.00;9.00;4.00;10.00;-120.88;44.14
1995.00;10.00;4.00;10.00;-121.83;43.42
1995.00;10.00;3.00;10.00;-118.54;44.97
1995.00;9.00;3.00;10.00;-121.37;43.78
1995.00;9.00;3.00;10.00;-121.61;43.63
1995.00;10.00;3.00;10.00;-122.45;42.64
1995.00;10.00;3.00;10.00;-123.53;42.14
1995.00;10.00;2.00;10.00;-120.34;44.31
1995.00;10.00;2.00;10.00;-123.56;42.13
1995.00;10.00;1.00;10.00;-119.42;44.53
1995.00;8.00;31.00;9.00;-120.07;44.37
1995.00;8.00;31.00;9.00;-121.36;43.81
1995.00;8.00;31.00;9.00;-121.36;43.81
1995.00;8.00;31.00;9.00;-121.36;43.81
1995.00;8.00;31.00;9.00;-121.36;43.81
1995.00;8.00;31.00;9.00;-121.51;43.71
1995.00;10.00;1.00;10.00;-122.48;42.61
1995.00;8.00;31.00;9.00;-122.70;42.46
1995.00;10.00;1.00;10.00;-122.93;42.34
1995.00;9.00;30.00;9.00;-121.27;43.88
1995.00;6.00;30.00;9.00;-122.51;42.58
1995.00;8.00;29.00;9.00;-121.53;43.70
1995.00;8.00;29.00;9.00;-121.61;43.63
1995.00;8.00;28.00;9.00;-117.00;45.68
1995.00;8.00;28.00;9.00;-121.31;43.83
1995.00;7.00;28.00;9.00;-121.90;43.37
1995.00;6.00;27.00;9.00;-121.36;43.81
1995.00;9.00;26.00;9.00;-119.00;44.66
1995.00;9.00;26.00;9.00;-121.23;43.92
1995.00;9.00;26.00;9.00;-122.02;43.22
1995.00;9.00;25.00;9.00;-117.23;45.54
1995.00;9.00;25.00;9.00;-119.50;44.51
1995.00;9.00;25.00;9.00;-121.19;43.95
1995.00;9.00;25.00;9.00;-121.75;43.52
1995.00;9.00;25.00;9.00;-122.20;42.93
1995.00;9.00;25.00;9.00;-122.20;42.93
1995.00;9.00;25.00;9.00;-122.25;42.86
1995.00;9.00;25.00;9.00;-122.25;42.86
1995.00;9.00;25.00;9.00;-122.70;42.46
1995.00;9.00;24.00;9.00;-117.35;45.46
1995.00;9.00;24.00;9.00;-117.47;45.36
1995.00;9.00;24.00;9.00;-118.98;44.66
1995.00;9.00;24.00;9.00;-121.25;43.90
1995.00;8.00;24.00;9.00;-121.42;43.75
1995.00;8.00;24.00;9.00;-121.73;43.53
1995.00;8.00;24.00;9.00;-121.78;43.47
1995.00;9.00;24.00;9.00;-121.90;43.37
1995.00;9.00;24.00;9.00;-121.93;43.34
1995.00;9.00;24.00;9.00;-122.00;43.24
1995.00;9.00;24.00;9.00;-122.59;42.53
1995.00;8.00;23.00;9.00;-121.42;43.75
1995.00;9.00;23.00;9.00;-121.88;43.39
1995.00;9.00;23.00;9.00;-121.90;43.37
1995.00;9.00;23.00;9.00;-121.92;43.36
1995.00;9.00;23.00;9.00;-122.25;42.88
1995.00;9.00;23.00;9.00;-123.40;42.19
1995.00;9.00;23.00;9.00;-123.42;42.18
1995.00;8.00;23.00;9.00;-123.75;42.07
1995.00;9.00;22.00;9.00;-118.37;45.03
1995.00;9.00;22.00;9.00;-118.60;44.90
1995.00;9.00;22.00;9.00;-118.68;44.81
1995.00;9.00;22.00;9.00;-118.73;44.78
1995.00;9.00;22.00;9.00;-121.78;43.47
1995.00;9.00;22.00;9.00;-122.37;42.71
1995.00;9.00;22.00;9.00;-122.43;42.66
1995.00;9.00;22.00;9.00;-123.55;42.13
1995.00;9.00;21.00;9.00;-118.53;44.97
1995.00;9.00;21.00;9.00;-118.75;44.77
1995.00;9.00;21.00;9.00;-121.22;43.93
1995.00;8.00;21.00;9.00;-121.34;43.81
1995.00;9.00;21.00;9.00;-121.55;43.68
1995.00;9.00;21.00;9.00;-121.81;43.44
1995.00;9.00;21.00;9.00;-121.93;43.34
1995.00;9.00;21.00;9.00;-121.98;43.27
1995.00;9.00;21.00;9.00;-122.00;43.23
1995.00;9.00;21.00;9.00;-123.15;42.25
1995.00;7.00;20.00;9.00;-116.71;45.90
1995.00;7.00;20.00;9.00;-116.75;45.87
1995.00;9.00;20.00;9.00;-117.98;45.19
1995.00;9.00;20.00;9.00;-118.68;44.83
1995.00;9.00;20.00;9.00;-120.02;44.37
1995.00;9.00;20.00;9.00;-120.25;44.32
1995.00;9.00;19.00;9.00;-119.63;44.46
1995.00;9.00;19.00;9.00;-121.76;43.51
1995.00;9.00;19.00;9.00;-121.88;43.37
1995.00;9.00;19.00;9.00;-121.95;43.32
1995.00;8.00;19.00;9.00;-123.83;42.05
1995.00;9.00;18.00;9.00;-117.18;45.58
1995.00;9.00;18.00;9.00;-117.27;45.51
1995.00;9.00;18.00;9.00;-118.46;45.00
1995.00;9.00;18.00;9.00;-118.49;45.00
1995.00;9.00;18.00;9.00;-118.50;44.98
1995.00;9.00;18.00;9.00;-118.53;44.97
1995.00;9.00;18.00;9.00;-118.54;44.97
1995.00;9.00;18.00;9.00;-118.64;44.85
1995.00;9.00;18.00;9.00;-118.66;44.85
1995.00;9.00;18.00;9.00;-118.70;44.80
1995.00;9.00;18.00;9.00;-118.71;44.78
1995.00;9.00;18.00;9.00;-118.73;44.78
1995.00;9.00;18.00;9.00;-118.73;44.78
1995.00;9.00;18.00;9.00;-120.22;44.32
1995.00;9.00;18.00;9.00;-120.55;44.25
1995.00;9.00;17.00;9.00;-118.22;45.12
1995.00;9.00;17.00;9.00;-118.29;45.09
1995.00;9.00;17.00;9.00;-118.31;45.07
1995.00;9.00;17.00;9.00;-118.36;45.05
1995.00;9.00;17.00;9.00;-118.44;45.02
1995.00;9.00;17.00;9.00;-118.54;44.97
1995.00;9.00;17.00;9.00;-118.59;44.90
1995.00;9.00;17.00;9.00;-118.59;44.90
1995.00;9.00;17.00;9.00;-118.61;44.88
1995.00;9.00;17.00;9.00;-118.63;44.86
1995.00;9.00;17.00;9.00;-118.68;44.83
1995.00;9.00;17.00;9.00;-118.68;44.83
1995.00;9.00;17.00;9.00;-118.68;44.83
1995.00;9.00;17.00;9.00;-118.68;44.83
1995.00;9.00;17.00;9.00;-118.68;44.81
1995.00;9.00;17.00;9.00;-118.68;44.82
1995.00;9.00;17.00;9.00;-118.71;44.78
1995.00;9.00;17.00;9.00;-118.71;44.78
1995.00;9.00;17.00;9.00;-118.71;44.78
1995.00;9.00;17.00;9.00;-118.71;44.78
1995.00;9.00;17.00;9.00;-118.73;44.78
1995.00;9.00;17.00;9.00;-118.76;44.75
1995.00;9.00;17.00;9.00;-118.80;44.75
1995.00;9.00;17.00;9.00;-118.80;44.75
1995.00;9.00;17.00;9.00;-119.12;44.62
1995.00;9.00;17.00;9.00;-119.73;44.44
1995.00;9.00;17.00;9.00;-119.75;44.42
1995.00;9.00;17.00;9.00;-120.60;44.25
1995.00;9.00;17.00;9.00;-120.61;44.24
1995.00;9.00;17.00;9.00;-120.68;44.22
1995.00;9.00;17.00;9.00;-120.68;44.22
1995.00;9.00;17.00;9.00;-120.74;44.20
1995.00;9.00;17.00;9.00;-120.75;44.20
1995.00;9.00;17.00;9.00;-120.85;44.15
1995.00;9.00;17.00;9.00;-120.88;44.12
1995.00;9.00;17.00;9.00;-120.88;44.12
1995.00;9.00;17.00;9.00;-121.12;43.98
1995.00;9.00;17.00;9.00;-121.27;43.88
1995.00;9.00;17.00;9.00;-121.31;43.83
1995.00;9.00;17.00;9.00;-121.54;43.68
1995.00;9.00;17.00;9.00;-121.58;43.66
1995.00;9.00;17.00;9.00;-121.63;43.61
1995.00;9.00;17.00;9.00;-121.70;43.56
1995.00;9.00;17.00;9.00;-122.07;43.13
1995.00;9.00;17.00;9.00;-122.09;43.10
1995.00;9.00;17.00;9.00;-122.42;42.68
1995.00;9.00;17.00;9.00;-122.58;42.54
1995.00;9.00;16.00;9.00;-117.62;45.27
1995.00;9.00;16.00;9.00;-118.20;45.12
1995.00;9.00;16.00;9.00;-118.24;45.10
1995.00;9.00;16.00;9.00;-118.29;45.09
1995.00;9.00;16.00;9.00;-118.34;45.07
1995.00;9.00;16.00;9.00;-118.49;45.00
1995.00;9.00;16.00;9.00;-118.53;44.97
1995.00;9.00;16.00;9.00;-118.56;44.95
1995.00;9.00;16.00;9.00;-118.56;44.95
1995.00;9.00;16.00;9.00;-118.56;44.95
1995.00;9.00;16.00;9.00;-118.59;44.90
1995.00;9.00;16.00;9.00;-118.59;44.90
1995.00;9.00;16.00;9.00;-118.61;44.88
1995.00;9.00;16.00;9.00;-118.64;44.85
1995.00;9.00;16.00;9.00;-118.68;44.82
1995.00;9.00;16.00;9.00;-118.70;44.81
1995.00;9.00;16.00;9.00;-118.71;44.78
1995.00;9.00;16.00;9.00;-118.75;44.77
1995.00;9.00;16.00;9.00;-118.86;44.73
1995.00;9.00;16.00;9.00;-119.43;44.53
1995.00;9.00;16.00;9.00;-119.61;44.47
1995.00;9.00;16.00;9.00;-119.86;44.41
1995.00;9.00;16.00;9.00;-120.18;44.34
1995.00;9.00;16.00;9.00;-120.28;44.31
1995.00;9.00;16.00;9.00;-120.34;44.31
1995.00;9.00;16.00;9.00;-120.37;44.29
1995.00;9.00;16.00;9.00;-120.67;44.22
1995.00;9.00;16.00;9.00;-120.68;44.22
1995.00;9.00;16.00;9.00;-120.68;44.22
1995.00;9.00;16.00;9.00;-120.68;44.22
1995.00;9.00;16.00;9.00;-120.68;44.22
1995.00;9.00;16.00;9.00;-120.70;44.22
1995.00;9.00;16.00;9.00;-120.70;44.22
1995.00;9.00;16.00;9.00;-120.72;44.20
1995.00;9.00;16.00;9.00;-120.74;44.20
1995.00;9.00;16.00;9.00;-120.75;44.19
1995.00;9.00;16.00;9.00;-120.76;44.19
1995.00;9.00;16.00;9.00;-120.76;44.19
1995.00;9.00;16.00;9.00;-120.76;44.19
1995.00;9.00;16.00;9.00;-120.78;44.17
1995.00;9.00;16.00;9.00;-120.87;44.14
1995.00;9.00;16.00;9.00;-120.88;44.13
1995.00;9.00;16.00;9.00;-120.92;44.10
1995.00;9.00;16.00;9.00;-120.93;44.10
1995.00;9.00;16.00;9.00;-120.98;44.09
1995.00;9.00;16.00;9.00;-121.00;44.07
1995.00;9.00;16.00;9.00;-121.00;44.07
1995.00;9.00;16.00;9.00;-121.09;44.00
1995.00;9.00;16.00;9.00;-121.15;43.97
1995.00;9.00;16.00;9.00;-121.20;43.93
1995.00;9.00;16.00;9.00;-121.22;43.92
1995.00;9.00;16.00;9.00;-121.24;43.92
1995.00;9.00;16.00;9.00;-121.29;43.83
1995.00;9.00;16.00;9.00;-121.32;43.83
1995.00;9.00;16.00;9.00;-121.32;43.83
1995.00;9.00;16.00;9.00;-121.37;43.78
1995.00;9.00;16.00;9.00;-121.42;43.76
1995.00;9.00;16.00;9.00;-121.47;43.73
1995.00;9.00;16.00;9.00;-121.63;43.61
1995.00;9.00;16.00;9.00;-121.70;43.56
1995.00;9.00;16.00;9.00;-121.95;43.33
1995.00;9.00;16.00;9.00;-123.78;42.07
1995.00;9.00;16.00;9.00;-123.87;42.05
1995.00;9.00;15.00;9.00;-118.31;45.07
1995.00;9.00;15.00;9.00;-118.67;44.83
1995.00;9.00;15.00;9.00;-119.55;44.49
1995.00;9.00;15.00;9.00;-119.57;44.49
1995.00;9.00;15.00;9.00;-119.57;44.49
1995.00;9.00;15.00;9.00;-120.27;44.32
1995.00;9.00;15.00;9.00;-120.45;44.27
1995.00;9.00;15.00;9.00;-120.58;44.25
1995.00;9.00;15.00;9.00;-120.88;44.14
1995.00;9.00;15.00;9.00;-120.92;44.12
1995.00;9.00;15.00;9.00;-120.94;44.10
1995.00;9.00;15.00;9.00;-120.93;44.10
1995.00;9.00;15.00;9.00;-121.14;43.98
1995.00;9.00;15.00;9.00;-121.14;43.98
1995.00;9.00;15.00;9.00;-121.20;43.93
1995.00;9.00;15.00;9.00;-121.22;43.92
1995.00;9.00;15.00;9.00;-121.24;43.92
1995.00;9.00;15.00;9.00;-121.27;43.88
1995.00;9.00;15.00;9.00;-121.80;43.46
1995.00;8.00;15.00;9.00;-121.81;43.42
1995.00;9.00;15.00;9.00;-121.86;43.39
1995.00;9.00;15.00;9.00;-122.41;42.68
1995.00;9.00;15.00;9.00;-123.35;42.20
1995.00;9.00;14.00;9.00;-118.20;45.12
1995.00;9.00;14.00;9.00;-121.42;43.76
1995.00;9.00;14.00;9.00;-121.64;43.61
1995.00;9.00;14.00;9.00;-121.92;43.37
1995.00;9.00;13.00;9.00;-119.00;44.66
1995.00;9.00;13.00;9.00;-121.25;43.90
1995.00;9.00;13.00;9.00;-121.43;43.75
1995.00;9.00;13.00;9.00;-122.00;43.25
1995.00;9.00;13.00;9.00;-123.40;42.19
1995.00;9.00;12.00;9.00;-117.75;45.22
1995.00;9.00;12.00;9.00;-118.65;44.85
1995.00;9.00;12.00;9.00;-119.81;44.42
1995.00;9.00;12.00;9.00;-120.92;44.12
1995.00;9.00;12.00;9.00;-121.14;43.97
1995.00;9.00;12.00;9.00;-124.33;42.00
1995.00;9.00;11.00;9.00;-117.15;45.61
1995.00;9.00;11.00;9.00;-117.15;45.61
1995.00;9.00;11.00;9.00;-119.34;44.54
1995.00;9.00;11.00;9.00;-119.71;44.44
1995.00;9.00;11.00;9.00;-122.22;42.92
1995.00;9.00;10.00;9.00;-118.58;44.92
1995.00;9.00;10.00;9.00;-118.67;44.83
1995.00;9.00;10.00;9.00;-121.05;44.03
1995.00;9.00;10.00;9.00;-121.70;43.55
1995.00;9.00;10.00;9.00;-121.81;43.43
1995.00;9.00;9.00;9.00;-118.72;44.78
1995.00;8.00;9.00;9.00;-121.10;44.00
1995.00;9.00;9.00;9.00;-121.23;43.92
